,id,label
26,DE601-AWAMP-001-88b69d64-2106-11eb-b789-ac1f6bbd4684-PTO.jpg,1
27,DE601-AWAOK-001-3fd1b41b-2109-11eb-b789-ac1f6bbd4684-PTO.jpg,1
28,DE601-AWAOW-001-2d7f2e0c-211e-11eb-b789-ac1f6bbd4684-PTO.jpg,1
29,DE601-AWAYP-001-ff16b141-1dbd-11eb-ac3f-ac1f6bbd4684-PTO.jpg,1
30,DE601-AWBAE-001-a9e4fa4c-20fb-11eb-b789-ac1f6bbd4684-PTO.jpg,1
31,DE601-AWCOD-001-8032e1ff-2289-11eb-b789-ac1f6bbd4684-PTO.jpg,1
32,DE601-AWCZU-001-44c7a2e9-210c-11eb-b789-ac1f6bbd4684-PTO.jpg,1
33,DE601-AWCZU-001-6329ca1a-2327-11eb-b789-ac1f6bbd4684-PTO.jpg,1
34,DE601-AWFLB-001-40eda3c5-2118-11eb-b789-ac1f6bbd4684-PTO.jpg,1
35,DE601-AWHAR-001-1dd9dda0-20f5-11eb-b789-ac1f6bbd4684-PTO.jpg,1
36,DE601-AWHCE-001-6d6cb53d-212d-11eb-b789-ac1f6bbd4684-PTO.jpg,1
37,DE601-AWIVE-001-b7bdf079-2101-11eb-b789-ac1f6bbd4684-PTO.jpg,1
38,DE601-AWJSP-001-5d3adb17-28ec-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
39,DE601-AWJTP-001-917e5aeb-33c6-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
40,DE601-AWJTP-001-91c40936-33c6-11eb-b789-ac1f6bbd4684-PBO_APRES.jpg,0
41,DE601-AWLMN-001-d6f7aa53-20ec-11eb-b789-ac1f6bbd4684-PTO.jpg,1
42,DE601-AWQJH-001-117d13a7-30d6-11eb-b789-ac1f6bbd4684-PBO_APRES.jpg,0
43,DE601-AWVTE-001-3d9af7ba-33bc-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
44,DE601-AWWGB-001-7b7dfcb3-28b3-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
45,DE601-AWWGB-001-8c12c606-3486-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
46,DE601-AXDPG-001-309120d0-33fb-11eb-b789-ac1f6bbd4684-PBO_APRES.jpg,0
47,DE601-AXEEU-001-394f8a46-33c1-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
48,DE601-AXHBB-001-06fb1890-2feb-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
49,DE601-AXJTK-001-6007ca5d-332d-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
50,DE601-AXKOS-001-96393027-4cec-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
51,DE601-AXOBH-001-5cec9311-33b0-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
52,DE601-AXOWX-001-93d62e1d-33bd-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
53,DE601-AXOXB-001-d892a33e-33b8-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
54,DE601-AXPUP-001-7b3ae5a4-308f-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
55,DE601-AXRGK-001-0776f1ed-33bf-11eb-b789-ac1f6bbd4684-PBO_APRES.jpg,0
56,DE601-AXVJB-001-f80a69bb-33b5-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
57,DE601-AXWCM-001-ea6571c0-33b7-11eb-b789-ac1f6bbd4684-PBO_AVANT.jpg,0
58,DE601-AXWCM-001-ead82929-33b7-11eb-b789-ac1f6bbd4684-PBO_APRES.jpg,0
59,DE601-AYWMI-001-4604940c-4ceb-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
60,DE601-AZEGT-001-1ec30ce1-4ce3-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
61,DE601-AZVXI-001-f0d871c8-4ce9-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
62,DE601-AZWCF-001-351f14b4-4c34-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
63,DE601-AZWVB-001-cdd5e9d0-4ce4-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
64,DE601-AZYII-001-a5c20ea7-4aa5-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
65,DE601-AZYJY-001-7e7c484b-4ce4-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
66,DE601-BAAKA-001-5211ee42-4cde-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
67,DE601-BAASD-001-d7a051fe-4b91-11eb-850e-ac1f6bbd4684-PBO_AVANT.jpg,0
